GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000197245	1	26485511	26489119	8	3	3531338	1.7973	0.036141	FAM110D
ENSG00000142684	1	26496362	26498551	10	3	3476494	1.2745	0.10125	ZNF593
ENSG00000142675	1	26503894	26516377	25	7	3534878	-0.33473	0.63108	CNKSR1
ENSG00000188782	1	26517052	26529459	61	10	3534656	1.0174	0.15448	CATSPER4
ENSG00000130695	1	26560691	26605299	134	11	3521602	0.68386	0.24703	CEP85
ENSG00000142669	1	26605667	26608007	5	2	3534566	0.51517	0.30322	SH3BGRL3
ENSG00000158062	1	26607819	26644854	123	10	3535197	1.0475	0.14743	UBXN11
ENSG00000169442	1	26644448	26647014	10	3	3567929	0.82232	0.20545	CD52
ENSG00000176092	1	26648350	26680621	91	12	3526610	1.6438	0.050108	AIM1L
ENSG00000176083	1	26688125	26701013	44	8	3540401	0.71902	0.23606	ZNF683
ENSG00000131914	1	26737269	26756213	29	8	3530272	1.4128	0.07885	LIN28A
ENSG00000117682	1	26758773	26797785	52	11	3566396	0.49404	0.31064	DHDDS
ENSG00000198830	1	26798941	26802463	4	2	3583863	0.12214	0.4514	HMGN2
ENSG00000117676	1	26856252	26901521	87	11	3541337	0.062673	0.47501	RPS6KA1
ENSG00000117713	1	27022524	27108595	86	3	3507138	0.039655	0.48418	ARID1A
ENSG00000060642	1	27113963	27124889	11	3	3543252	0.84996	0.19767	PIGV
ENSG00000204160	1	27153201	27184093	35	5	3485100	1.4911	0.067966	ZDHHC18
ENSG00000175793	1	27189633	27190947	1	1	3583863	0.36622	0.3571	SFN
ENSG00000142751	1	27202624	27216788	15	2	3557835	0.92415	0.1777	GPN2
ENSG00000198746	1	27216979	27226957	9	3	3506559	0.97072	0.16584	GPATCH3
ENSG00000090273	1	27226729	27273353	50	6	3536862	0.65935	0.25484	NUDC
ENSG00000131910	1	27237980	27240457	3	1	3530749	1.3806	0.083699	NR0B2
ENSG00000175707	1	27276053	27286897	12	3	3530580	1.007	0.15698	C1orf172
ENSG00000253368	1	27320198	27327389	2	1	3207865	-0.22632	0.58953	TRNP1
ENSG00000158246	1	27331511	27339327	2	1	3255377	0.95156	0.17066	FAM46B
ENSG00000090020	1	27425306	27493472	61	6	3493443	0.89011	0.1867	SLC9A1
ENSG00000142784	1	27561007	27635110	92	11	3491092	0.48202	0.3149	WDTC1
ENSG00000186501	1	27648651	27662891	29	6	3524757	1.2094	0.11325	TMEM222
ENSG00000142765	1	27668513	27680421	25	7	3496799	1.3502	0.088482	SYTL1
ENSG00000142733	1	27681675	27693383	25	7	3524861	2.4139	0.007892	MAP3K6
ENSG00000142748	1	27695603	27701315	6	3	3441964	1.8828	0.029862	FCN3
ENSG00000174950	1	27705666	27709870	3	1	3341273	0.55481	0.28951	CD164L2
ENSG00000181773	1	27719148	27722318	2	1	3554264	0.44755	0.32724	GPR3
ENSG00000158195	1	27730730	27816669	94	4	3486123	0.95327	0.17023	WASF2
ENSG00000126705	1	27860546	27930942	45	5	3516679	1.9973	0.022895	AHDC1
ENSG00000000938	1	27938575	27961788	31	4	3534446	1.7011	0.044462	FGR
ENSG00000126709	1	27992572	27998729	4	1	3426617	-0.55313	0.70991	IFI6
ENSG00000009780	1	28052490	28089633	56	2	3399084	1.7367	0.041216	FAM76A
ENSG00000117758	1	28099694	28150963	41	3	3437873	1.5394	0.06185	STX12
ENSG00000117751	1	28157289	28178187	20	2	3461742	0.87925	0.18963	PPP1R8
ENSG00000130775	1	28199055	28213196	41	7	3507901	-0.10833	0.54313	THEMIS2
ENSG00000117748	1	28218035	28241257	38	4	3509009	-0.072507	0.5289	RPA2
ENSG00000130768	1	28261504	28285668	59	9	3547635	-0.44992	0.67362	SMPDL3B
ENSG00000158156	1	28285973	28294607	17	6	3460698	-0.51309	0.69605	XKR8
ENSG00000158161	1	28296855	28415207	165	15	3501443	-0.61206	0.72975	EYA3
ENSG00000169403	1	28473677	28520447	42	9	3493248	0.65354	0.2567	PTAFR
ENSG00000126698	1	28525967	28559536	74	9	3498744	0.38758	0.34916	DNAJC8
ENSG00000130770	1	28562620	28573417	34	3	3515087	-0.54103	0.70576	ATPIF1
ENSG00000130766	1	28586038	28609002	37	7	3518884	0.87655	0.19036	SESN2
ENSG00000130772	1	28655513	28662476	5	2	3525790	1.1319	0.12884	MED18
ENSG00000204138	1	28696114	28826881	339	8	3517512	1.906	0.028326	PHACTR4
ENSG00000180198	1	28832455	28865812	62	8	3480846	1.5745	0.057681	RCC1
ENSG00000180098	1	28879597	28905051	36	6	3504758	2.6212	0.0043815	TRNAU1AP
ENSG00000120656	1	28915835	28969597	52	7	3500729	2.1269	0.016715	TAF12
ENSG00000188060	1	28918712	28921955	5	3	3472155	0.87893	0.18972	RAB42
ENSG00000162419	1	28995244	29045865	56	5	3543518	1.0992	0.13584	GMEB1
ENSG00000198492	1	29063133	29096287	43	7	3535023	1.0552	0.14567	YTHDF2
ENSG00000116329	1	29138654	29190208	150	17	3531282	3.8305	6.3947e-05	OPRD1
ENSG00000159023	1	29213603	29446553	382	22	3514363	2.742	0.0030537	EPB41
ENSG00000253304	1	29445940	29450447	8	3	3531295	2.4231	0.0076938	TMEM200B
ENSG00000116350	1	29474255	29508499	56	11	3521642	2.0296	0.021197	SRSF4
ENSG00000116353	1	29519385	29557454	85	13	3546893	2.0624	0.019585	MECR
ENSG00000060656	1	29563028	29653325	198	30	3527953	1.6541	0.049052	PTPRU
ENSG00000162510	1	31184124	31196434	28	4	3527655	0.70636	0.23998	MATN1
ENSG00000162511	1	31205316	31230667	46	12	3493003	2.1883	0.014325	LAPTM5
ENSG00000162512	1	31342314	31381608	71	22	3495169	1.9708	0.024376	SDC3
ENSG00000134644	1	31404353	31538838	206	15	3527116	0.72351	0.23468	PUM1
ENSG00000084628	1	31652592	31712401	193	12	3527055	0.50682	0.30614	NKAIN1
ENSG00000060688	1	31732417	31769662	93	6	3517115	0.28264	0.38873	SNRNP40
ENSG00000121766	1	31769842	31837783	145	8	3518078	-0.40674	0.6579	ZCCHC17
ENSG00000121769	1	31838472	31849697	17	6	3483725	-0.48192	0.68507	FABP3
ENSG00000168528	1	31882412	31907525	55	6	3499520	-0.28293	0.61139	SERINC2
ENSG00000268950	1	31902192	31902614	2	1	3564235	-1.3291	0.9081	AC114494.1
ENSG00000142910	1	32042116	32053288	8	5	3526675	2.2156	0.01336	TINAGL1
ENSG00000121764	1	32083287	32098119	30	4	3554420	0.4898	0.31214	HCRTR1
ENSG00000162517	1	32095463	32110497	20	3	3549158	0.27077	0.39328	PEF1
ENSG00000084636	1	32117848	32169920	86	16	3513599	2.3496	0.0093958	COL16A1
ENSG00000121753	1	32192718	32230494	34	6	3508840	4.6175	1.9421e-06	BAI2
ENSG00000134668	1	32256023	32281652	43	11	3514375	3.0626	0.001097	SPOCD1
ENSG00000184007	1	32372022	32410457	41	7	3515027	0.56286	0.28676	PTP4A2
ENSG00000121774	1	32479430	32526451	12	7	3524608	1.0889	0.13809	KHDRBS1
ENSG00000121775	1	32537632	32568467	36	5	3500568	1.3167	0.093978	TMEM39B
ENSG00000025800	1	32573639	32642169	65	7	3524296	1.312	0.09476	KPNA6
ENSG00000084652	1	32645287	32663886	23	5	3497878	1.0037	0.15777	TXLNA
ENSG00000160050	1	32665987	32670988	1	1	3424071	0.69924	0.2422	CCDC28B
ENSG00000160051	1	32671236	32674288	4	1	3574049	1.2706	0.10194	IQCC
ENSG00000222046	1	32674695	32681797	9	4	3496223	1.0908	0.13768	DCDC2B
ENSG00000160055	1	32680073	32687972	12	5	3545658	1.7333	0.041518	TMEM234
ENSG00000084623	1	32687529	32697205	10	1	3530358	1.0119	0.15578	EIF3I
ENSG00000183615	1	32712834	32714457	1	1	3583863	0.381	0.3516	FAM167B
ENSG00000182866	1	32716840	32751766	22	9	3496595	1.3658	0.086005	LCK
ENSG00000116478	1	32757687	32799236	13	6	3487094	2.3891	0.0084446	HDAC1
ENSG00000162526	1	32817122	32829913	2	1	3545612	0.51194	0.30435	TSSK3
ENSG00000225828	1	32826871	32829879	1	1	3535458	-0.09867	0.5393	FAM229A
ENSG00000160058	1	32830704	32860332	10	6	3528356	1.5982	0.054998	BSDC1
ENSG00000254553	1	32930658	33066393	85	7	3521644	2.2745	0.011467	RP1-27O5.3
ENSG00000273274	1	32930670	32962287	8	4	3562265	1.0703	0.14223	ZBTB8B
ENSG00000160062	1	33005028	33071540	70	6	3509557	2.2583	0.011962	ZBTB8A
ENSG00000176261	1	33065773	33116504	99	4	3506791	-0.029625	0.51182	ZBTB8OS
ENSG00000162521	1	33116743	33151812	67	3	3514992	0.19448	0.4229	RBBP4
ENSG00000162520	1	33145507	33169197	40	2	3528348	-0.079576	0.53171	SYNC
ENSG00000162522	1	33207486	33240571	35	10	3530988	0.06154	0.47546	KIAA1522
ENSG00000134684	1	33240840	33283754	50	6	3538234	0.27102	0.39319	YARS
ENSG00000116497	1	33282368	33324476	51	7	3525877	-0.58043	0.71919	S100PBP
ENSG00000160097	1	33327869	33338083	10	3	3520179	-0.5746	0.71722	FNDC5
ENSG00000121905	1	33351595	33364042	10	4	3491224	0.41191	0.3402	HPCA
ENSG00000121900	1	33360195	33367039	3	2	3549335	0.76769	0.22133	TMEM54
ENSG00000116514	1	33402046	33430286	37	5	3500302	0.58729	0.2785	RNF19B
ENSG00000004455	1	33473585	33546597	86	6	3519392	-0.16097	0.56394	AK2
ENSG00000142920	1	33546705	33586131	39	8	3506399	1.058	0.14502	ADC
ENSG00000116525	1	33611003	33647660	61	4	3537507	0.45885	0.32317	TRIM62
ENSG00000160094	1	33722146	33766320	64	10	3518235	2.9745	0.0014672	ZNF362
ENSG00000184389	1	33772367	33786699	23	6	3533427	4.4529	4.236e-06	A3GALT2
ENSG00000134686	1	33789224	33896653	228	22	3522737	4.1474	1.6811e-05	PHC2
ENSG00000121903	1	33938246	33962107	42	5	3559079	-0.03318	0.51323	ZSCAN20
ENSG00000121904	1	33979609	34631443	1473	147	3533003	3.22	0.00064105	CSMD2
ENSG00000176256	1	34326076	34330392	8	4	3433192	2.5502	0.0053837	HMGB4
ENSG00000142698	1	34632484	34684732	161	21	3520039	1.9213	0.027349	C1orf94
ENSG00000163866	1	35178338	35325417	454	58	3529397	1.1865	0.11771	SMIM12
ENSG00000189280	1	35220648	35224113	7	3	3579223	-1.0635	0.85622	GJB5
ENSG00000189433	1	35225342	35229325	16	8	3546239	0.10995	0.45623	GJB4
ENSG00000188910	1	35246790	35251970	15	5	3554466	1.2489	0.10585	GJB3
ENSG00000187513	1	35258599	35261348	5	2	3583863	0.42339	0.33601	GJA4
ENSG00000116544	1	35331037	35395186	75	21	3494373	2.1905	0.014244	DLGAP3
ENSG00000271741	1	35447134	35497342	68	2	3475690	0.42683	0.33475	RP11-244H3.4
ENSG00000243749	1	35447136	35450954	5	1	3557879	0.017534	0.49301	ZMYM6NB
ENSG00000163867	1	35449523	35497569	65	2	3471697	0.45368	0.32503	ZMYM6
ENSG00000197056	1	35525387	35581460	53	4	3476699	2.8496	0.0021886	ZMYM1
ENSG00000116560	1	35641979	35658749	21	1	3525576	1.3445	0.089398	SFPQ
ENSG00000146463	1	35734568	35887659	126	6	3497692	1.2085	0.11343	ZMYM4
ENSG00000142687	1	35899091	36023551	86	6	3500701	0.042701	0.48297	KIAA0319L
ENSG00000020129	1	36023074	36032875	7	1	3527390	-0.71552	0.76286	NCDN
ENSG00000116819	1	36038971	36060929	12	3	3491585	-1.7115	0.9565	TFAP2E
ENSG00000126067	1	36067185	36107445	17	4	3512577	1.169	0.12121	PSMB2
ENSG00000142686	1	36179476	36185073	6	2	3473393	1.3095	0.095179	C1orf216
ENSG00000092853	1	36185819	36235568	40	4	3499686	1.8046	0.035568	CLSPN
ENSG00000134698	1	36273773	36323491	41	6	3543142	1.6897	0.045541	AGO4
ENSG00000092847	1	36335409	36395211	46	5	3453031	1.9681	0.02453	AGO1
ENSG00000126070	1	36396319	36538101	106	9	3451164	2.4226	0.0077051	AGO3
ENSG00000092850	1	36549676	36553876	2	1	3583863	3.3751	0.00036889	TEKT2
ENSG00000116863	1	36554476	36559533	1	1	3583863	1.1109	0.1333	ADPRHL2
ENSG00000171812	1	36560837	36590821	50	7	3530549	2.9784	0.001449	COL8A2
ENSG00000054116	1	36602173	36615098	14	1	3546606	3.8849	5.1189e-05	TRAPPC3
ENSG00000116871	1	36621180	36646450	25	4	3505274	4.0876	2.1796e-05	MAP7D1
ENSG00000054118	1	36690017	36770958	53	3	3495866	2.9602	0.0015372	THRAP3
ENSG00000214193	1	36771988	36790484	14	3	3514945	3.8375	6.2151e-05	SH3D21
ENSG00000142694	1	36787632	36789755	2	1	3583863	4.4157	5.0347e-06	EVA1B
ENSG00000116883	1	36789335	36794822	8	2	3528728	3.3374	0.00042284	RP11-268J15.5
ENSG00000196182	1	36805225	36851497	33	4	3519188	2.5633	0.0051846	STK40
ENSG00000181817	1	36856839	36863493	26	3	3530749	1.8685	0.030845	LSM10
ENSG00000116885	1	36881428	36916086	129	6	3538352	1.3136	0.094488	OSCP1
ENSG00000116898	1	36921319	36930038	37	5	3532403	1.3878	0.082605	MRPS15
ENSG00000119535	1	36931644	36948879	37	10	3466759	2.4081	0.0080186	CSF3R
ENSG00000163873	1	37261128	37499730	362	36	3500971	1.3011	0.096615	GRIK3
ENSG00000163874	1	37940153	37949980	14	6	3499441	0.68954	0.24524	ZC3H12A
ENSG00000163875	1	37958176	37980375	58	10	3499324	3.7431	9.0889e-05	MEAF6
ENSG00000163877	1	38000050	38019903	43	10	3505338	4.228	1.1787e-05	SNIP1
ENSG00000163879	1	38022520	38032458	32	8	3518092	3.7316	9.5129e-05	DNALI1
ENSG00000134697	1	38032417	38061536	62	11	3538354	4.0654	2.3975e-05	GNL2
ENSG00000169218	1	38076951	38100595	60	11	3535952	3.2227	0.00063504	RSPO1
ENSG00000116922	1	38147242	38157914	34	4	3492292	1.652	0.049265	C1orf109
ENSG00000134690	1	38158090	38175391	45	9	3544592	2.1371	0.016294	CDCA8
ENSG00000183317	1	38179552	38230805	183	20	3542607	3.6456	0.00013341	EPHA10
ENSG00000185090	1	38259474	38266809	3	2	3564130	4.7958	8.1018e-07	MANEAL
ENSG00000196449	1	38268616	38273857	7	2	3452225	1.0982	0.13607	YRDC
ENSG00000188786	1	38275239	38325292	48	11	3504002	2.7671	0.0028282	MTF1
ENSG00000230610	1	38292232	38293886	2	1	3431904	0.38282	0.35093	AL929472.1
ENSG00000204084	1	38326369	38412729	118	20	3512039	3.6535	0.00012935	INPP5B
ENSG00000183431	1	38422647	38456593	68	7	3531497	3.2654	0.00054659	SF3A3
ENSG00000183386	1	38462442	38471278	11	6	3508684	2.483	0.0065141	FHL3
ENSG00000183520	1	38474930	38490496	17	6	3529229	0.64477	0.25954	UTP11L
ENSG00000116954	1	39303870	39325495	24	5	3518542	-0.33132	0.6298	RRAGC
ENSG00000214114	1	39328636	39347289	14	5	3509153	-0.61503	0.73073	MYCBP
ENSG00000131233	1	39330175	39347289	13	5	3505904	-0.54896	0.70848	GJA9
ENSG00000158315	1	39351479	39407471	103	18	3534440	-0.83499	0.79814	RHBDL2
ENSG00000174574	1	39456895	39471731	36	5	3480747	0.32622	0.37213	AKIRIN1
ENSG00000168653	1	39491990	39500308	13	5	3508631	0.57098	0.28401	NDUFS5
ENSG00000127603	1	39546988	39952849	670	28	3526411	0.51007	0.305	MACF1
ENSG00000255103	1	39876151	39882154	9	4	3542798	-0.7255	0.76593	KIAA0754
ENSG00000183682	1	39957318	39991607	48	12	3494938	1.7414	0.040809	BMP8A
ENSG00000090621	1	40026488	40042462	31	8	3541927	2.6318	0.0042463	PABPC4
ENSG00000163909	1	40089825	40105617	33	13	3547967	2.2521	0.012158	HEYL
ENSG00000116981	1	40124793	40137710	15	5	3548800	1.9908	0.023251	NT5C1A
ENSG00000116983	1	40144320	40157361	70	12	3546324	3.2255	0.00062868	HPCAL4
ENSG00000084072	1	40157854	40229586	152	26	3516365	2.2402	0.01254	PPIE
ENSG00000116985	1	40222854	40254533	56	9	3499682	0.85492	0.1963	BMP8B
ENSG00000043514	1	40306723	40349183	109	12	3530115	1.8776	0.030217	TRIT1
ENSG00000116990	1	40361098	40367928	11	5	3502418	2.0846	0.018554	MYCL
ENSG00000168389	1	40420802	40435638	10	4	3520512	1.5246	0.063674	MFSD2A
ENSG00000131236	1	40505905	40538321	50	6	3517558	1.1978	0.11549	CAP1
ENSG00000131238	1	40538379	40563375	83	9	3536127	0.76286	0.22277	PPT1
ENSG00000117000	1	40627045	40706593	71	10	3517926	1.9881	0.023399	RLF
ENSG00000188800	1	40711619	40717363	5	3	3535817	2.1056	0.017618	TMCO2
ENSG00000084073	1	40723779	40759856	31	8	3519506	2.6458	0.0040747	ZMPSTE24
ENSG00000049089	1	40766159	40783488	54	8	3507732	0.25628	0.39887	COL9A2
ENSG00000084070	1	40810522	40888998	142	25	3541317	0.74647	0.22769	SMAP2
ENSG00000187801	1	40915774	40929390	44	13	3515752	2.1472	0.01589	ZFP69B
ENSG00000187815	1	40942887	40962015	39	7	3512990	1.9314	0.026717	ZFP69
ENSG00000164002	1	40974413	40982228	19	6	3465765	0.83759	0.20113	EXO5
ENSG00000117010	1	40997233	41013841	41	7	3543896	2.2531	0.012126	ZNF684
ENSG00000117016	1	41086351	41131329	107	15	3538916	5.6958	6.1411e-09	RIMS3
ENSG00000066136	1	41157320	41237275	182	16	3528086	3.2572	0.00056261	NFYC
ENSG00000117013	1	41249684	41306124	167	36	3533604	3.6359	0.00013851	KCNQ4
ENSG00000179862	1	41326729	41328018	8	2	3402117	-0.16607	0.56595	CITED4
ENSG00000171793	1	41445007	41478235	79	18	3527751	1.3361	0.090759	CTPS1
ENSG00000171790	1	41481269	41488909	27	8	3512202	0.479	0.31597	SLFNL1
ENSG00000010803	1	41492872	41707826	517	20	3527060	1.0404	0.14907	SCMH1
ENSG00000204060	1	41827594	41849262	50	10	3501753	2.0396	0.020693	FOXO6
ENSG00000127129	1	41944446	41950344	16	4	3520623	1.0151	0.15503	EDN2
ENSG00000127124	1	41972036	42501596	1198	54	3537842	3.5631	0.00018324	HIVEP3
ENSG00000044012	1	42619092	42621495	7	3	3538349	3.2544	0.00056825	GUCA2B
ENSG00000197273	1	42628362	42630389	3	2	3528854	1.8552	0.031782	GUCA2A
ENSG00000198815	1	42642210	42801548	215	15	3520619	2.9545	0.001566	FOXJ3
ENSG00000177181	1	42846466	42888249	127	8	3531999	-0.29555	0.61621	RIMKLA
ENSG00000066185	1	42896000	42921938	81	8	3549181	1.3827	0.083378	ZMYND12
ENSG00000127125	1	42921788	42939056	32	4	3561172	1.0706	0.14217	PPCS
ENSG00000186409	1	42929001	43120335	534	17	3539538	0.51723	0.3025	CCDC30
ENSG00000171960	1	43124096	43142429	32	8	3511088	-1.5627	0.94094	PPIH
ENSG00000065978	1	43148098	43168020	32	9	3504549	-0.63477	0.73721	YBX1
ENSG00000164007	1	43198764	43205925	18	5	3523097	-1.6709	0.95263	CLDN19
ENSG00000117385	1	43212006	43232755	39	9	3543505	-0.83679	0.79865	LEPRE1
ENSG00000164008	1	43232940	43263968	42	8	3534873	-0.95819	0.83102	C1orf50
ENSG00000177868	1	43272723	43282954	22	6	3546338	-0.38084	0.64834	CCDC23
ENSG00000164010	1	43282795	43310660	41	10	3543200	-1.6036	0.9456	ERMAP
ENSG00000164011	1	43312280	43318148	4	2	3496072	-1.4596	0.92781	ZNF691
ENSG00000117394	1	43391052	43424530	116	15	3495424	2.9599	0.0015388	SLC2A1
ENSG00000186973	1	43610824	43622067	41	7	3533164	-0.90737	0.81789	FAM183A
ENSG00000117395	1	43629846	43736607	349	25	3537111	1.0158	0.15486	EBNA1BP2
ENSG00000243710	1	43637820	43720029	284	21	3535042	1.1778	0.11943	WDR65
ENSG00000179178	1	43735665	43739673	7	4	3462092	0.59294	0.27661	TMEM125
ENSG00000253313	1	43747554	43751288	5	2	3494074	-0.50386	0.69282	C1orf210
ENSG00000066056	1	43766664	43788779	27	4	3473743	1.4907	0.068023	TIE1
ENSG00000117400	1	43803478	43818443	14	4	3495441	0.75658	0.22465	MPL
ENSG00000117399	1	43824626	43828874	4	2	3534858	2.0415	0.020598	CDC20
ENSG00000066322	1	43829068	43833696	7	4	3382617	2.7589	0.0029	ELOVL1
ENSG00000159479	1	43849588	43855479	2	1	3583863	0.65493	0.25626	MED8
ENSG00000198198	1	43855553	43918321	79	8	3505098	0.64207	0.26041	SZT2
ENSG00000178922	1	43916824	43919660	4	2	3537348	-0.027606	0.51101	HYI
ENSG00000142949	1	43990858	44089343	225	16	3540023	1.1603	0.12296	PTPRF
ENSG00000066135	1	44115829	44171186	73	11	3552530	2.1303	0.016575	KDM4A
ENSG00000126091	1	44171495	44396831	443	23	3544504	1.517	0.064639	ST3GAL3
ENSG00000117407	1	44398992	44402913	9	3	3517602	-0.5068	0.69385	ARTN
ENSG00000117408	1	44412611	44433694	32	5	3553186	-0.83057	0.79689	IPO13
ENSG00000132768	1	44435672	44439041	3	1	3583863	0.19614	0.42225	DPH2
ENSG00000117410	1	44440159	44443967	8	4	3476419	1.3127	0.094636	ATP6V0B
ENSG00000117411	1	44444615	44456840	18	5	3537358	2.1309	0.016548	B4GALT2
ENSG00000159214	1	44457031	44462200	9	3	3545056	1.2761	0.10096	CCDC24
ENSG00000196517	1	44457172	44497139	69	14	3499315	1.9957	0.022982	SLC6A9
ENSG00000171872	1	44584522	44600812	44	10	3530499	0.48225	0.31481	KLF17
ENSG00000178028	1	44679127	44686353	10	4	3547874	0.51729	0.30248	DMAP1
ENSG00000117419	1	44686742	44820932	179	18	3543784	0.65169	0.2573	ERI3
ENSG00000187147	1	44870866	45117396	560	67	3515641	2.1072	0.01755	RNF220
ENSG00000126106	1	45100910	45140227	67	5	3533934	0.88836	0.18717	TMEM53
ENSG00000198520	1	45140364	45191263	54	17	3475416	-0.17074	0.56779	C1orf228
ENSG00000142945	1	45205490	45233439	45	6	3536173	0.64949	0.25801	KIF2C
ENSG00000142937	1	45240923	45244451	2	1	3583863	0.77669	0.21867	RPS8
ENSG00000142959	1	45249257	45253377	2	1	3583863	1.1764	0.11972	BEST4
ENSG00000173846	1	45265897	45271662	9	3	3557447	1.1407	0.12699	PLK3
ENSG00000188396	1	45271585	45272957	2	1	3583863	1.2636	0.10318	TCTEX1D4
ENSG00000222009	1	45274154	45281257	12	3	3475529	0.99331	0.16028	BTBD19
ENSG00000117425	1	45285516	45308735	40	5	3487397	0.26467	0.39563	PTCH2
ENSG00000070785	1	45316450	45452282	304	10	3540743	0.97558	0.16464	EIF2B3
ENSG00000126107	1	45468212	45477001	17	3	3509588	-0.46685	0.6797	HECTD3
ENSG00000126088	1	45477819	45481247	5	2	3520126	-0.65386	0.7434	UROD
ENSG00000162415	1	45482071	45771881	471	20	3523858	0.2535	0.39994	ZSWIM5
ENSG00000132781	1	45794835	45806142	15	7	3550049	2.7128	0.0033361	MUTYH
ENSG00000132773	1	45805342	45809647	4	2	3544027	1.5171	0.064618	TOE1
ENSG00000070759	1	45809555	45956872	194	13	3522928	2.2283	0.01293	TESK2
ENSG00000236624	1	45959538	45965751	7	2	3482562	1.7227	0.042472	CCDC163P
ENSG00000132763	1	45965725	45976739	13	3	3544398	1.9154	0.027718	MMACHC
ENSG00000117450	1	45976708	45988719	34	4	3463108	1.8983	0.028831	PRDX1
ENSG00000117448	1	46016215	46035721	32	5	3546861	0.42644	0.33489	AKR1A1
ENSG00000132780	1	46049518	46084566	42	5	3542147	-0.10066	0.54009	NASP
ENSG00000159588	1	46085716	46089729	8	2	3538046	-0.43577	0.6685	CCDC17
ENSG00000159592	1	46092976	46153785	101	5	3532901	0.015895	0.49366	GPBP1L1
ENSG00000159596	1	46152886	46160115	13	2	3516106	-0.014026	0.5056	TMEM69
ENSG00000197429	1	46159996	46216322	92	5	3531956	0.099479	0.46038	IPP
ENSG00000086015	1	46252659	46501796	435	12	3538095	0.48	0.31561	MAST2
ENSG00000117461	1	46505812	46642160	204	15	3535180	0.34893	0.36357	PIK3R3
ENSG00000117472	1	46640745	46651630	10	3	3542975	0.14225	0.44344	TSPAN1
ENSG00000085998	1	46654354	46685977	45	8	3531939	2.2296	0.012888	POMGNT1
ENSG00000171357	1	46669006	46686933	20	7	3543653	2.2376	0.012625	LURAP1
ENSG00000085999	1	46713360	46744145	34	10	3507499	1.6162	0.053021	RAD54L
ENSG00000132128	1	46726868	46769280	35	9	3518960	1.8061	0.035453	LRRC41
ENSG00000173660	1	46769303	46782448	19	7	3513905	1.7629	0.038962	UQCRH
ENSG00000117481	1	46805849	46830824	163	3	3519248	-0.74757	0.77264	NSUN4
ENSG00000117480	1	46859937	46879520	31	7	3529985	0.92054	0.17865	FAAH
ENSG00000197587	1	46972668	46979898	18	5	3559130	0.17753	0.42954	DMBX1
ENSG00000162456	1	47011316	47017199	14	4	3528915	-0.36355	0.6419	KNCN
ENSG00000079277	1	47023090	47082515	110	12	3537750	1.2553	0.10469	MKNK1
ENSG00000142961	1	47073387	47082563	15	2	3537705	0.99443	0.16001	MOB3C
ENSG00000123472	1	47098409	47139539	64	3	3530972	-0.16096	0.56394	ATPAF1
ENSG00000159658	1	47124366	47184824	94	5	3554878	-0.18356	0.57282	EFCAB14
ENSG00000186118	1	47134527	47139266	3	1	3593215	-0.17342	0.56884	TEX38
ENSG00000142973	1	47223510	47285085	115	18	3504607	-1.1139	0.86735	CYP4B1
ENSG00000187048	1	47394849	47407156	26	3	3532976	-0.40703	0.65801	CYP4A11
ENSG00000186377	1	47427036	47516423	146	12	3527901	-0.87617	0.80953	CYP4X1
ENSG00000186160	1	47533160	47583991	112	4	3457319	-1.2707	0.89808	CYP4Z1
ENSG00000162365	1	47603107	47615413	35	5	3511230	0.13353	0.44689	CYP4A22
ENSG00000162366	1	47649265	47656716	13	6	3575687	3.5346	0.00020419	PDZK1IP1
ENSG00000162367	1	47681962	47697892	29	6	3534073	4.8108	7.5147e-07	TAL1
ENSG00000123473	1	47715811	47779819	136	9	3531191	1.9065	0.028291	STIL
ENSG00000162368	1	47799469	47844511	92	9	3525256	2.0327	0.021044	CMPK1
ENSG00000186790	1	47881744	47883723	4	2	3377993	1.1307	0.12909	FOXE3
ENSG00000186564	1	47901689	47906363	6	3	3572887	0.6061	0.27222	FOXD2
ENSG00000269113	1	48226200	48462567	563	31	3534443	-0.95385	0.82992	TRABD2B
ENSG00000273395	1	48226979	48227290	1	1	3551383	-1.0781	0.8595	FLJ00388
