Location,ID,PANEL_clean_short,TWAS.Z,TWAS.P,COLOC.PP0,COLOC.PP1,COLOC.PP2,COLOC.PP3,COLOC.PP4,Low_PP3_0.2,Colocalised
chr2:198669426-199437305,PLCL1,GTEx Cerebel...,-5.80732,6.35e-09,0,0,0.622,0.158,0.22,Yes,No
chr2:198669426-199437305,PLCL1,PsychENCODE,5.442141,5.26e-08,0,0,0.001,0.411,0.588,No,No
chr2:198669426-199437305,PLCL1,GTEx Thyroid,5.34666,8.96e-08,0,0,0,0.886,0.114,No,No
chr2:203130514-203168384,NOP58,CMC DLPFC,5.21767,1.81e-07,0.057,0.045,0.161,0.126,0.611,Yes,No
chr2:208394615-208470284,CREB1,CMC DLPFC,-4.831,1.36e-06,0,0,0.001,0.999,0,No,No
chr2:208445355-208490652,METTL21A,GTEx Adrenal...,-4.986,6.16e-07,0,0,0.106,0.89,0.005,No,No
chr2:208445355-208490652,METTL21A,GTEx Pituita...,-5.301,1.15e-07,0,0,0.095,0.9,0.004,No,No
chr2:208445355-208490652,METTL21A,GTEx Thyroid,-4.986,6.16e-07,0,0,0,1,0,No,No
chr2:208445355-208490652,METTL21A,GTEx Whole B...,-5.301,1.15e-07,0,0,0.845,0.127,0.028,Yes,No
chr2:208446076-208489973,METTL21A,CMC DLPFC,-5.33672,9.46e-08,0,0,0,1,0,No,No
chr2:219528587-219537134,RNF25,GTEx Cerebel...,4.9549,7.24e-07,0.88,0.063,0.039,0.003,0.015,Yes,No
chr2:220041054-220050201,FAM134A,GTEx Cerebel...,-5.19767,2.02e-07,0,0.282,0,0.028,0.691,Yes,No
chr2:222282747-222437078,EPHA4,GTEx Whole B...,-5.959,2.54e-09,0.042,0.031,0.484,0.357,0.086,No,No
chr2:226563230-226568370,RP11-314B1.2,PsychENCODE,-5.528,3.24e-08,0.002,0,0.075,0.019,0.904,Yes,Yes
chr2:230787206-230948016,FBXO36,CMC DLPFC,-4.93977,7.82e-07,0.004,0.987,0,0.005,0.004,Yes,No
chr2:233415284-233448354,EIF4E2,GTEx Cortex,-6.16768,6.93e-10,0,0,0.58,0.115,0.305,Yes,No
chr2:233470766-233547491,EFHD1,CMC DLPFC,-7.53506,4.88e-14,0,0,0.228,0.047,0.725,Yes,No
chr2:233562009-233725285,GIGYF2,PsychENCODE,6.943605,3.82e-12,0,0,0,0.36,0.64,No,No
chr2:233562009-233725285,GIGYF2,GTEx Thyroid,4.8565,1.19e-06,0,0,0.123,0.03,0.847,Yes,Yes
chr2:233562014-233725289,GIGYF2,CMC DLPFC Sp...,7.245,4.32e-13,0,0,0.266,0.25,0.484,No,No
chr2:233562014-233725289,GIGYF2,CMC DLPFC Sp...,-7.245,4.32e-13,0,0,0.15,0.29,0.56,No,No
chr2:233631174-233641278,KCNJ13,GTEx Thyroid,5.208,1.91e-07,0,0,0.012,0.988,0,No,No
chr2:233721980-233743418,C2orf82,PsychENCODE,-6.23377,4.55e-10,0,0,0,1,0,No,No
chr2:233733724-233743395,C2orf82,GTEx Amygdal...,-5.3584,8.4e-08,0,0,0.013,0.183,0.804,Yes,Yes
chr2:233733724-233743395,C2orf82,GTEx ACC ,-6.315,2.7e-10,0,0,0.045,0.95,0.006,No,No
chr2:233733724-233743395,C2orf82,GTEx Caudate...,-6.315,2.7e-10,0,0,0,0.996,0.004,No,No
chr2:233733724-233743395,C2orf82,GTEx Cerebel...,-6.315,2.7e-10,0,0,0.441,0.534,0.024,No,No
chr2:233733724-233743395,C2orf82,GTEx Cerebel...,-6.09319,1.11e-09,0,0,0,0.918,0.082,No,No
chr2:233733724-233743395,C2orf82,GTEx Cortex,-6.315,2.7e-10,0,0,0,0.996,0.004,No,No
chr2:233733724-233743395,C2orf82,GTEx Frontal...,-6.315,2.7e-10,0,0,0,0.996,0.004,No,No
chr2:233733724-233743395,C2orf82,GTEx Hippoca...,-6.315,2.7e-10,0,0,0.127,0.863,0.01,No,No
chr2:233733724-233743395,C2orf82,GTEx Hypotha...,-6.315,2.7e-10,0,0,0.547,0.422,0.031,No,No
chr2:233733724-233743395,C2orf82,GTEx Nucleus...,-6.19617,5.79e-10,0,0,0,0.364,0.636,No,No
chr2:233733724-233743395,C2orf82,GTEx Putamen...,-5.8961,3.72e-09,0,0,0,0.926,0.074,No,No
chr2:233733724-233743395,C2orf82,GTEx Substan...,-6.351,2.14e-10,0,0,0.902,0.044,0.054,Yes,No
chr2:233734993-233741107,C2orf82,CMC DLPFC,-6.4018,1.54e-10,0,0,0,0.996,0.004,No,No
chr2:233743419-233877982,NGEF,GTEx Hippoca...,-6.33999,2.3e-10,0,0,0.417,0.046,0.537,Yes,No
chr2:239008798-239041928,ESPNL,GTEx Thyroid,4.91453,8.9e-07,0,0.073,0,0,0.926,Yes,Yes
chr3:9404988-9428475,THUMPD3,GTEx Caudate...,4.93907,7.85e-07,0.003,0.021,0.002,0.015,0.959,Yes,Yes
chr3:12194551-12200851,TIMP4,PsychENCODE,4.88879,1.01e-06,0,0.207,0,0.12,0.673,Yes,No
chr3:43328004-43466256,SNRK,GTEx Cerebel...,5.20535,1.94e-07,0.001,0.001,0.271,0.403,0.325,No,No
chr3:43407817-43663560,ANO10,CMC DLPFC,-4.83834,1.31e-06,0,0.003,0,0.997,0.001,No,No
chr3:44380045-44450943,TCAIM,GTEx Substan...,-5.2119,1.87e-07,0,0,0.866,0.063,0.071,Yes,No
chr3:44481261-44561226,ZNF445,CMC DLPFC,-8.25068,1.57e-16,0,0,0,0.055,0.945,Yes,Yes
chr3:44481262-44519162,ZNF445,GTEx Caudate...,-8.4344,3.33e-17,0,0,0.165,0.06,0.775,Yes,No
chr3:44481262-44519162,ZNF445,GTEx Frontal...,-6.348,2.18e-10,0,0,0.522,0.044,0.433,Yes,No
chr3:44481262-44519162,ZNF445,GTEx Nucleus...,-7.219,5.24e-13,0,0,0.536,0.023,0.441,Yes,No
chr3:44481262-44519162,ZNF445,PsychENCODE,-7.53372,4.93e-14,0,0,0,0.164,0.836,Yes,Yes
chr3:44540462-44552128,ZNF852,PsychENCODE,-6.23407,4.54e-10,0,0,0.704,0.067,0.229,Yes,No
chr3:44596666-44624971,ZNF167,NTR Blood,-6.6372,3.2e-11,0,0,0,0.399,0.601,No,No
chr3:44596685-44624975,ZKSCAN7,PsychENCODE,-6.56296,5.27e-11,0,0,0,0.098,0.902,Yes,Yes
chr3:44619715-44641186,ZNF660,GTEx Amygdal...,-4.9303,8.21e-07,0,0,0.378,0.358,0.263,No,No
chr3:44619715-44641186,ZNF660,GTEx ACC ,-5.8546,4.78e-09,0,0,0.031,0.201,0.768,No,No
chr3:44619715-44641186,ZNF660,PsychENCODE,-6.01473,1.8e-09,0,0,0,1,0,No,No
chr3:44619715-44641186,ZNF660,GTEx Whole B...,-6.68454,2.32e-11,0,0,0.464,0.041,0.495,Yes,No
chr3:44621430-44622518,MPRIPP1,GTEx Cerebel...,-5.56012,2.7e-08,0,0,0.006,0.084,0.91,Yes,Yes
chr3:44621430-44622518,MPRIPP1,GTEx Cerebel...,-6.48441,8.91e-11,0,0,0.499,0.242,0.259,No,No
chr3:44621430-44622518,MPRIPP1,GTEx Hypotha...,-4.93,8.22e-07,0,0,0.591,0.377,0.032,No,No
chr3:44621430-44622518,MPRIPP1,GTEx Pituita...,-7.44848,9.44e-14,0,0,0.19,0.097,0.713,Yes,No
chr3:44621430-44622518,MPRIPP1,GTEx Thyroid,-7.419867,1.17e-13,0,0,0.049,0.244,0.707,No,No
chr3:44626380-44689963,ZNF197,GTEx Adrenal...,-7.433,1.06e-13,0,0,0.044,0.007,0.949,Yes,Yes
chr3:44626380-44689963,ZNF197,GTEx Nucleus...,-6.6594,2.75e-11,0,0,0.033,0.109,0.859,Yes,Yes
chr3:44626380-44689963,ZNF197,PsychENCODE,-4.89081,1e-06,0,0,0,0.99,0.01,No,No
chr3:44626380-44689963,ZNF197,GTEx Thyroid,-6.528297,6.65e-11,0,0,0,0.896,0.104,No,No
chr3:44658620-44666289,ZNF197-AS1,GTEx Thyroid,-6.851,7.33e-12,0,0,0.905,0.028,0.067,Yes,No
chr3:44666510-44689963,ZNF197,CMC DLPFC,-7.297,2.94e-13,0,0,0.001,0.019,0.98,Yes,Yes
chr3:44754134-44765323,ZNF502,CMC DLPFC,-5.40236,6.58e-08,0,0,0,1,0,No,No
chr3:44754134-44765315,ZNF502,NTR Blood,-5.7627,8.28e-09,0,0,0,1,0,No,No
chr3:44754135-44765323,ZNF502,PsychENCODE,-5.45026,5.03e-08,0,0,0,0.927,0.073,No,No
chr3:44754135-44765323,ZNF502,GTEx Thyroid,-5.408741,6.35e-08,0,0,0,1,0,No,No
chr3:44754135-44765323,ZNF502,GTEx Whole B...,-5.7364,9.67e-09,0,0,0,1,0,No,No
chr3:44754135-44765323,ZNF502,YFS Blood,-5.901895,3.59e-09,0,0,0,1,0,No,No
chr3:44771088-44778575,ZNF501,GTEx Adrenal...,-5.981,2.22e-09,0,0,0.033,0.606,0.361,No,No
chr3:44771088-44778575,ZNF501,GTEx ACC ,-6.1393,8.29e-10,0,0,0.716,0.095,0.189,Yes,No
chr3:44771088-44778575,ZNF501,GTEx Cerebel...,-6.16068,7.24e-10,0,0,0.092,0.289,0.619,No,No
chr3:44771088-44778575,ZNF501,GTEx Putamen...,-6.0047,1.92e-09,0,0,0.754,0.111,0.135,Yes,No
chr3:44771088-44778575,ZNF501,PsychENCODE,-5.87493,4.23e-09,0,0,0,1,0,No,No
chr3:44771088-44778575,ZNF501,GTEx Pituita...,-5.92912,3.05e-09,0,0,0.038,0.954,0.008,No,No
chr3:44771088-44778575,ZNF501,GTEx Whole B...,-5.27812,1.31e-07,0,0,0.571,0.264,0.164,No,No
chr3:44771097-44778575,ZNF501,CMC DLPFC,-5.75825,8.5e-09,0,0,0,1,0,No,No
chr3:44779153-44803154,KIAA1143,GTEx Whole B...,4.98793,6.1e-07,0,0,0,0.665,0.335,No,No
chr3:44903361-44907162,TMEM42,GTEx Adrenal...,-5.705,1.16e-08,0,0,0.002,0.036,0.962,Yes,Yes
chr3:44903361-44907162,TMEM42,GTEx Thyroid,-6.700679,2.07e-11,0,0,0.209,0.29,0.501,No,No
chr3:44903361-44907162,TMEM42,GTEx Whole B...,-4.9816,6.31e-07,0,0,0.874,0.054,0.073,Yes,No
chr3:44956749-45017677,ZDHHC3,GTEx Frontal...,5.3963,6.8e-08,0,0,0.656,0.039,0.305,Yes,No
chr3:48334754-48343175,NME6,GTEx Cortex,5.52845,3.23e-08,0,0,0.752,0.104,0.144,Yes,No
chr3:48485256-48485616,TMA7,GTEx ACC ,4.8486,1.24e-06,0,0,0.009,0.988,0.003,No,No
chr3:48485256-48485616,TMA7,GTEx Hypotha...,5.4919,3.98e-08,0,0,0.757,0.19,0.053,Yes,No
chr3:48485256-48485616,TMA7,GTEx Nucleus...,5.6396,1.7e-08,0,0,0.45,0.272,0.278,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Adrenal...,-5.785,7.25e-09,0,0,0,1,0,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Amygdal...,-5.793,6.91e-09,0,0,0.057,0.939,0.003,No,No
chr3:48701364-48723797,NCKIPSD,GTEx ACC ,-5.3863,7.19e-08,0,0,0,0.998,0.002,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Caudate...,-5.794,6.87e-09,0,0,0,1,0,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Cerebel...,-9.20433,3.44e-20,0,0,0.001,0.749,0.25,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Cerebel...,-5.757,8.56e-09,0,0,0,1,0,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Cortex,-5.794,6.87e-09,0,0,0.001,0.999,0,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Frontal...,-5.4643,4.65e-08,0,0,0,0.999,0.001,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Hippoca...,-5.757,8.56e-09,0,0,0.001,0.902,0.097,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Hypotha...,-6.469,9.87e-11,0,0,0.033,0.661,0.306,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Nucleus...,-5.757,8.56e-09,0,0,0.004,0.996,0,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Putamen...,-7.9553,1.79e-15,0,0,0.001,0.911,0.089,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Substan...,-5.757,8.56e-09,0,0,0.583,0.382,0.035,No,No
chr3:48701364-48723797,NCKIPSD,PsychENCODE,-5.5272,3.25e-08,0,0,0,1,0,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Pituita...,-6.02542,1.69e-09,0,0,0,0.985,0.015,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Thyroid,-6.444462,1.16e-10,0,0,0,1,0,No,No
chr3:48701364-48723797,NCKIPSD,GTEx Whole B...,-5.757,8.56e-09,0,0,0,1,0,No,No
chr3:48711274-48723337,NCKIPSD,NTR Blood,-6.3059,2.87e-10,0,0,0.132,0.847,0.021,No,No
chr3:48711277-48723334,NCKIPSD,CMC DLPFC,-5.794,6.87e-09,0,0,0,1,0,No,No
chr3:48956280-49022971,ARIH2,CMC DLPFC Sp...,-7.42774,1.1e-13,0,0,0.054,0.703,0.243,No,No
chr3:48956280-49022971,ARIH2,CMC DLPFC Sp...,7.35828,1.86e-13,0,0,0,1,0,No,No
chr3:48956280-49022971,ARIH2,CMC DLPFC Sp...,-6.14853,7.82e-10,0,0,0,0.997,0.003,No,No
chr3:48956280-49022971,ARIH2,CMC DLPFC Sp...,6.46008,1.05e-10,0,0,0,1,0,No,No
chr3:48956280-49022971,ARIH2,CMC DLPFC Sp...,-5.44417,5.2e-08,0,0,0.312,0.606,0.083,No,No
chr3:48956280-49022971,ARIH2,CMC DLPFC Sp...,6.397,1.58e-10,0,0,0,1,0,No,No
chr3:48958913-49023815,ARIH2,GTEx Adrenal...,-4.9364,7.96e-07,0,0,0.031,0.948,0.021,No,No
chr3:48958913-49023815,ARIH2,GTEx Pituita...,-6.541,6.11e-11,0,0,0.887,0.071,0.042,Yes,No
chr3:48958913-49023815,ARIH2,GTEx Thyroid,-6.715499,1.87e-11,0,0,0,1,0,No,No
chr3:49027319-49044587,P4HTM,PsychENCODE,-6.7311,1.68e-11,0,0,0,1,0,No,No
chr3:49027319-49044587,P4HTM,YFS Blood,-6.518,7.13e-11,0,0,0,1,0,No,No
chr3:49027340-49044581,P4HTM,CMC DLPFC,-6.42802,1.29e-10,0,0,0,1,0,No,No
chr3:49027422-49044494,P4HTM,GTEx Adrenal...,-6.542,6.07e-11,0,0,0.438,0.542,0.02,No,No
chr3:49027422-49044494,P4HTM,GTEx Cerebel...,-9.10913,8.3e-20,0,0,0.222,0.133,0.645,Yes,No
chr3:49027422-49044494,P4HTM,GTEx Cerebel...,-6.211,5.26e-10,0,0,0.032,0.967,0.002,No,No
chr3:49027422-49044494,P4HTM,GTEx Cortex,-7.90877,2.6e-15,0,0,0.18,0.527,0.293,No,No
chr3:49027422-49044494,P4HTM,GTEx Frontal...,-8.246,1.64e-16,0,0,0.228,0.293,0.48,No,No
chr3:49027422-49044494,P4HTM,GTEx Hippoca...,-6.601,4.08e-11,0,0,0.92,0.031,0.049,Yes,No
chr3:49027422-49044494,P4HTM,GTEx Hypotha...,-8.6923,3.55e-18,0,0,0.663,0.172,0.164,Yes,No
chr3:49027422-49044494,P4HTM,GTEx Putamen...,-7.6841,1.54e-14,0,0,0.244,0.166,0.59,Yes,No
chr3:49027422-49044494,P4HTM,GTEx Pituita...,-8.37481,5.53e-17,0,0,0,0.328,0.672,No,No
chr3:49027422-49044494,P4HTM,GTEx Thyroid,-6.544,5.99e-11,0,0,0,1,0,No,No
chr3:49027422-49044494,P4HTM,GTEx Whole B...,-6.211,5.26e-10,0,0,0.273,0.718,0.009,No,No
chr3:49044495-49053386,WDR6,PsychENCODE,5.10259,3.35e-07,0,0,0,1,0,No,No
chr3:49044495-49053386,WDR6,YFS Blood,5.135082,2.82e-07,0,0,0,1,0,No,No
chr3:49044588-49053236,WDR6,GTEx Adrenal...,5.657,1.54e-08,0,0,0.002,0.998,0,No,No
chr3:49044588-49053236,WDR6,GTEx Amygdal...,9.0569,1.34e-19,0,0,0.277,0.219,0.504,No,No
chr3:49044588-49053236,WDR6,GTEx ACC ,5.2193,1.8e-07,0,0,0.673,0.259,0.068,No,No
chr3:49044588-49053236,WDR6,GTEx Caudate...,6.223,4.88e-10,0,0,0.932,0.022,0.045,Yes,No
chr3:49044588-49053236,WDR6,GTEx Cerebel...,6.68422,2.32e-11,0,0,0,0.995,0.005,No,No
chr3:49044588-49053236,WDR6,GTEx Cerebel...,6.628,3.4e-11,0,0,0,1,0,No,No
chr3:49044588-49053236,WDR6,GTEx Frontal...,5.84,5.22e-09,0,0,0.275,0.711,0.014,No,No
chr3:49044588-49053236,WDR6,GTEx Hippoca...,6.452,1.1e-10,0,0,0.052,0.945,0.003,No,No
chr3:49044588-49053236,WDR6,GTEx Nucleus...,7.601,2.94e-14,0,0,0.914,0.04,0.046,Yes,No
chr3:49044588-49053236,WDR6,GTEx Putamen...,6.628,3.4e-11,0,0,0.769,0.19,0.041,Yes,No
chr3:49044588-49053236,WDR6,GTEx Substan...,6.49,8.58e-11,0,0,0.909,0.036,0.054,Yes,No
chr3:49044588-49053236,WDR6,GTEx Whole B...,6.27093,3.59e-10,0,0,0,1,0,No,No
chr3:49044636-49053386,WDR6,CMC DLPFC,5.52697,3.26e-08,0,0,0,1,0,No,No
chr3:49052921-49059726,DALRD3,PsychENCODE,-6.83288,8.32e-12,0,0,0,1,0,No,No
chr3:49053387-49059726,DALRD3,GTEx Cerebel...,-7.417,1.2e-13,0,0,0.931,0.021,0.048,Yes,No
chr3:49053387-49059726,DALRD3,GTEx Cerebel...,-8.29443,1.09e-16,0,0,0.003,0.281,0.717,No,No
chr3:49053387-49059726,DALRD3,GTEx Cortex,-8.05732,7.8e-16,0,0,0.199,0.341,0.46,No,No
chr3:49053387-49059726,DALRD3,GTEx Thyroid,-7.096,1.28e-12,0,0,0.712,0.266,0.023,No,No
chr3:49061761-49066875,IMPDH2,CMC DLPFC Sp...,-4.89017,1.01e-06,0,0,0.279,0.238,0.483,No,No
chr3:49067140-49131796,QRICH1,GTEx Adrenal...,7.0233,2.17e-12,0,0,0.379,0.363,0.257,No,No
chr3:49067140-49131796,QRICH1,GTEx Cerebel...,6.794,1.09e-11,0,0,0.923,0.03,0.047,Yes,No
chr3:49067140-49131796,QRICH1,GTEx Cerebel...,7.19588,6.21e-13,0,0,0.009,0.865,0.125,No,No
chr3:49067140-49131796,QRICH1,GTEx Pituita...,7.86229,3.77e-15,0,0,0.014,0.772,0.214,No,No
chr3:49067140-49131796,QRICH1,GTEx Thyroid,6.99,2.75e-12,0,0,0,1,0,No,No
chr3:49067140-49131796,QRICH1,GTEx Whole B...,8.72457,2.67e-18,0,0,0.005,0.48,0.516,No,No
chr3:49067140-49131796,QRICH1,YFS Blood,5.511052,3.57e-08,0,0,0,0.997,0.003,No,No
chr3:49158547-49170551,LAMB2,PsychENCODE,5.708,1.14e-08,0,0,0.868,0.117,0.016,Yes,No
chr3:49177519-49198284,RP11-694I15.7,GTEx Cerebel...,-10.1169,4.65e-24,0,0,0.018,0.026,0.956,Yes,Yes
chr3:49199968-49203754,CCDC71,GTEx Caudate...,7.136,9.61e-13,0,0,0.839,0.12,0.041,Yes,No
chr3:49199968-49203754,CCDC71,GTEx Cerebel...,7.16391,7.84e-13,0,0,0,0.961,0.039,No,No
chr3:49199968-49203754,CCDC71,GTEx Cerebel...,4.92689,8.36e-07,0,0,0,0.941,0.059,No,No
chr3:49199968-49203754,CCDC71,GTEx Frontal...,8.2077,2.25e-16,0,0,0.015,0.171,0.814,Yes,Yes
chr3:49199968-49203754,CCDC71,GTEx Hippoca...,7.601,2.94e-14,0,0,0.933,0.017,0.05,Yes,No
chr3:49199968-49203754,CCDC71,GTEx Nucleus...,9.249,2.27e-20,0,0,0.903,0.047,0.051,Yes,No
chr3:49199968-49203754,CCDC71,GTEx Putamen...,9.3507,8.71e-21,0,0,0.139,0.044,0.817,Yes,Yes
chr3:49199968-49203754,CCDC71,PsychENCODE,5.34889,8.85e-08,0,0,0.006,0.958,0.035,No,No
chr3:49199968-49203754,CCDC71,GTEx Thyroid,6.770159,1.29e-11,0,0,0.512,0.357,0.132,No,No
chr3:49199968-49203754,CCDC71,GTEx Whole B...,7.601,2.94e-14,0,0,0.945,0.024,0.031,Yes,No
chr3:49209044-49213917,KLHDC8B,PsychENCODE,8.75036,2.13e-18,0,0,0.002,0.038,0.96,Yes,Yes
chr3:49209044-49213917,KLHDC8B,GTEx Pituita...,9.388,6.12e-21,0,0,0.932,0.02,0.048,Yes,No
chr3:49209044-49213917,KLHDC8B,GTEx Thyroid,9.157,5.34e-20,0,0,0,0.942,0.058,No,No
chr3:49235861-49295537,CCDC36,GTEx Frontal...,-8.743,2.27e-18,0,0,0.928,0.023,0.049,Yes,No
chr3:49235861-49295537,CCDC36,GTEx Hypotha...,-6.5791,4.73e-11,0,0,0.727,0.148,0.125,Yes,No
chr3:49235861-49295537,CCDC36,GTEx Pituita...,-8.38331,5.15e-17,0,0,0.05,0.104,0.845,Yes,Yes
chr3:49235861-49295537,CCDC36,GTEx Thyroid,-5.793,6.91e-09,0,0,0.941,0.03,0.03,Yes,No
chr3:49297518-49298744,RP11-3B7.1,GTEx Pituita...,-9.249,2.27e-20,0,0,0.892,0.059,0.049,Yes,No
chr3:49306219-49315263,C3orf62,GTEx Adrenal...,-10.3102,6.34e-25,0,0,0.086,0.144,0.771,Yes,No
chr3:49314576-49377594,USP4,NTR Blood,10.0523,8.97e-24,0,0,0,0.298,0.701,No,No
chr3:49315343-49378145,USP4,GTEx Cerebel...,9.162,5.09e-20,0,0,0.92,0.035,0.045,Yes,No
chr3:49315343-49378145,USP4,GTEx Nucleus...,-5.761,8.36e-09,0,0,0.899,0.055,0.045,Yes,No
chr3:49394608-49395791,GPX1,CMC DLPFC,9.86201,6.08e-23,0,0,0,0.532,0.468,No,No
chr3:49394609-49396033,GPX1,GTEx Amygdal...,9.7323,2.2e-22,0,0,0.509,0.106,0.385,Yes,No
chr3:49394609-49396033,GPX1,GTEx ACC ,8.4082,4.16e-17,0,0,0.26,0.249,0.491,No,No
chr3:49394609-49396033,GPX1,GTEx Caudate...,10.34832,4.26e-25,0,0,0.001,0.383,0.616,No,No
chr3:49394609-49396033,GPX1,GTEx Cerebel...,10.30153,6.94e-25,0,0,0.213,0.083,0.703,Yes,No
chr3:49394609-49396033,GPX1,GTEx Cerebel...,10.5752,3.88e-26,0,0,0,0.064,0.936,Yes,Yes
chr3:49394609-49396033,GPX1,GTEx Cortex,10.50542,8.16e-26,0,0,0.004,0.142,0.854,Yes,Yes
chr3:49394609-49396033,GPX1,GTEx Frontal...,10.0531,8.9e-24,0,0,0.003,0.168,0.828,Yes,Yes
chr3:49394609-49396033,GPX1,GTEx Hippoca...,8.7785,1.66e-18,0,0,0.647,0.126,0.227,Yes,No
chr3:49394609-49396033,GPX1,GTEx Hypotha...,5.3815,7.39e-08,0,0,0.927,0.023,0.05,Yes,No
chr3:49394609-49396033,GPX1,GTEx Nucleus...,9.162,5.09e-20,0,0,0.065,0.876,0.06,No,No
chr3:49394609-49396033,GPX1,GTEx Putamen...,9.586,9.16e-22,0,0,0.559,0.099,0.343,Yes,No
chr3:49394609-49396033,GPX1,PsychENCODE,9.51364,1.84e-21,0,0,0,0.691,0.309,No,No
chr3:49394609-49396033,GPX1,GTEx Thyroid,9.977427,1.91e-23,0,0,0.002,0.557,0.441,No,No
chr3:49396578-49449526,RHOA,CMC DLPFC,8.74564,2.22e-18,0,0,0.047,0.075,0.878,Yes,Yes
chr3:49396578-49450431,RHOA,PsychENCODE,10.24177,1.29e-24,0,0,0.003,0.303,0.694,No,No
chr3:49396578-49449635,RHOA,GTEx Whole B...,8.41869,3.81e-17,0,0,0.383,0.21,0.406,No,No
chr3:49449639-49453908,TCTA,PsychENCODE,-7.34555,2.05e-13,0,0,0.001,0.181,0.819,Yes,Yes
chr3:49449639-49453908,TCTA,GTEx Thyroid,-7.635043,2.26e-14,0,0,0.013,0.394,0.592,No,No
chr3:49449639-49453908,TCTA,YFS Blood,-6.265174,3.72e-10,0,0,0.768,0.122,0.11,Yes,No
chr3:49454211-49460186,AMT,GTEx ACC ,-8.863,7.79e-19,0,0,0.807,0.149,0.044,Yes,No
chr3:49454211-49460186,AMT,GTEx Caudate...,-9.143,6.07e-20,0,0,0,0.948,0.052,No,No
chr3:49454211-49460186,AMT,GTEx Cerebel...,-7.74159,9.82e-15,0,0,0,0.412,0.588,No,No
chr3:49454211-49460186,AMT,GTEx Cerebel...,-8.88341,6.48e-19,0,0,0,0.472,0.528,No,No
chr3:49454211-49460186,AMT,GTEx Cortex,-9.143,6.07e-20,0,0,0.005,0.943,0.051,No,No
chr3:49454211-49460186,AMT,GTEx Frontal...,-9.6029,7.77e-22,0,0,0.001,0.771,0.228,No,No
chr3:49454211-49460186,AMT,GTEx Hippoca...,-9.143,6.07e-20,0,0,0.137,0.811,0.051,No,No
chr3:49454211-49460186,AMT,GTEx Hypotha...,-11.0621,1.92e-28,0,0,0.244,0.166,0.59,Yes,No
chr3:49454211-49460186,AMT,GTEx Nucleus...,-8.863,7.79e-19,0,0,0.009,0.987,0.005,No,No
chr3:49454211-49460186,AMT,GTEx Putamen...,-8.8,1.37e-18,0,0,0.289,0.694,0.017,No,No
chr3:49454211-49460186,AMT,GTEx Substan...,-10.284,8.32e-25,0,0,0.52,0.116,0.364,Yes,No
chr3:49454211-49460186,AMT,PsychENCODE,-7.71004,1.26e-14,0,0,0,0.807,0.193,No,No
chr3:49454211-49460186,AMT,GTEx Pituita...,-8.90919,5.14e-19,0,0,0,0.663,0.337,No,No
chr3:49454211-49460186,AMT,GTEx Thyroid,-9.226811,2.79e-20,0,0,0,0.951,0.049,No,No
chr3:49454211-49460186,AMT,GTEx Whole B...,-9.93048,3.07e-23,0,0,0,0.06,0.94,Yes,Yes
chr3:49454211-49460186,AMT,YFS Blood,-8.683764,3.83e-18,0,0,0,0.865,0.135,No,No
chr3:49459765-49466757,NICN1,CMC DLPFC,5.54337,2.97e-08,0,0,0.009,0.713,0.278,No,No
chr3:49460379-49466759,NICN1,PsychENCODE,6.10741,1.01e-09,0,0,0,0.989,0.011,No,No
chr3:49460379-49466759,NICN1,YFS Blood,8.810564,1.25e-18,0,0,0,0.949,0.051,No,No
chr3:49460959-49466759,NICN1,GTEx Frontal...,7.4014,1.35e-13,0,0,0.37,0.112,0.518,Yes,No
chr3:49460959-49466759,NICN1,GTEx Pituita...,-9.4705,2.79e-21,0,0,0.01,0.34,0.65,No,No
chr3:49460959-49466759,NICN1,GTEx Thyroid,-9.489838,2.31e-21,0,0,0,0.938,0.062,No,No
chr3:49506146-49573048,DAG1,YFS Blood,5.194524,2.05e-07,0,0,0.911,0.031,0.057,Yes,No
chr3:49586739-49591799,BSN-AS2,GTEx Nucleus...,6.0169,1.78e-09,0,0,0.493,0.242,0.265,No,No
chr3:49586739-49591799,BSN-AS2,PsychENCODE,5.1476,2.64e-07,0,0,0,1,0,No,No
chr3:49586739-49591799,BSN-AS2,GTEx Thyroid,6.676076,2.45e-11,0,0,0.65,0.165,0.185,Yes,No
chr3:49591922-49708978,BSN,GTEx Cortex,8.44882,2.94e-17,0,0,0.372,0.224,0.404,No,No
chr3:49721397-49726931,MST1,GTEx Cerebel...,-5.67609,1.38e-08,0,0,0.32,0.503,0.178,No,No
chr3:49721397-49726931,MST1,GTEx Hypotha...,-5.4398,5.33e-08,0,0,0.801,0.156,0.043,Yes,No
