Location,SNP-weight Set,ID,TWAS.Z,TWAS.P,FOCUS_twas_z,FOCUS_in_cred_set,FOCUS_pip,FOCUS_region
chr2:172629992-172632354,GTEx Whole B...,AC068039.4,6.496,8.25e-11,6.28,0,0.000454,2:171226245-2:173138562
chr2:172640880-172856352,GTEx Caudate...,SLC25A12,5.9714,2.35e-09,5.78,0,0.000459,2:171226245-2:173138562
chr2:172640880-172856352,GTEx Cerebel...,SLC25A12,6.392,1.64e-10,6.15,0,0.000403,2:171226245-2:173138562
chr2:172640880-172856352,GTEx Cerebel...,SLC25A12,6.2184,5.02e-10,6.09,0,0.000516,2:171226245-2:173138562
chr2:172640880-172856352,GTEx Hippoca...,SLC25A12,7.35753,1.87e-13,7.45,1,0.0995,2:171226245-2:173138562
chr2:172640880-172856352,GTEx Hippoca...,SLC25A12,7.35753,1.87e-13,0.778,0,5.51e-06,2:173139071-2:175588718
chr2:172640880-172856352,GTEx Hypotha...,SLC25A12,5.8725,4.29e-09,3.31,0,0.000346,2:171226245-2:173138562
chr2:172640880-172856352,GTEx Hypotha...,SLC25A12,5.8725,4.29e-09,0.678,0,6.36e-06,2:173139071-2:175588718
chr2:172640880-172864766,PsychENCODE,SLC25A12,7.200934,5.98e-13,7.42,1,0.0727,2:171226245-2:173138562
chr2:172640880-172864766,PsychENCODE,SLC25A12,7.200934,5.98e-13,-0.658,0,5.52e-06,2:173139071-2:175588718
chr2:172640880-172864766,YFS Blood,SLC25A12,6.588,4.46e-11,6.43,0,0.00064,2:171226245-2:173138562
chr2:172864490-172947158,GTEx ACC ,METAP1D,-6.136,8.46e-10,-5.81,1,0.245,2:171226245-2:173138562
chr2:172864490-172947158,GTEx Cerebel...,METAP1D,-6.234,4.55e-10,-5.5,0,0.000446,2:171226245-2:173138562
chr2:172864490-172947158,GTEx Cerebel...,METAP1D,-6.234,4.55e-10,-0.616,0,4.08e-06,2:173139071-2:175588718
chr2:172864490-172947158,GTEx Cortex,METAP1D,-6.136,8.46e-10,-6.48,1,0.21,2:171226245-2:173138562
chr2:172864490-172947158,GTEx Cortex,METAP1D,-6.136,8.46e-10,-0.325,0,5.16e-06,2:173139071-2:175588718
chr2:172864490-172947158,PsychENCODE,METAP1D,-5.511,3.57e-08,-5.17,0,0.064,2:171226245-2:173138562
chr2:172864490-172947158,PsychENCODE,METAP1D,-5.511,3.57e-08,0.932,0,8.21e-06,2:173139071-2:175588718
chr2:172864490-172947158,GTEx Pituita...,METAP1D,-5.10587,3.29e-07,-5.41,0,0.00128,2:171226245-2:173138562
chr2:172864490-172947158,GTEx Pituita...,METAP1D,-5.10587,3.29e-07,0.357,0,5.31e-06,2:173139071-2:175588718
chr2:172864490-172947158,GTEx Thyroid,METAP1D,-5.635,1.75e-08,-5.89,0,0.0336,2:171226245-2:173138562
chr2:172864490-172947158,GTEx Whole B...,METAP1D,-5.766,8.12e-09,-5.51,0,0.0226,2:171226245-2:173138562
chr2:172864803-172945587,CMC DLPFC,METAP1D,-5.649,1.61e-08,-3.93,0,0.00137,2:171226245-2:173138562
chr2:173600524-173917620,CMC DLPFC Sp...,RAPGEF4,6.845,7.65e-12,6.49,1,1,2:173139071-2:175588718
chr2:174937175-175113426,GTEx Hypotha...,OLA1,5.268,1.38e-07,5.45,0,0.000288,2:173139071-2:175588718
chr2:174937175-175113426,GTEx Hypotha...,OLA1,5.268,1.38e-07,-1.14,0,0.000348,2:175588937-2:177363636
chr2:175212749-175260443,NTR Blood,CIR1,-6.7193,1.83e-11,-6.59,0,0.917,2:173139071-2:175588718
chr2:175212750-175260443,GTEx Thyroid,CIR1,-6.516,7.22e-11,-6.23,0,0.0806,2:173139071-2:175588718
chr2:175212750-175260443,YFS Blood,CIR1,-5.74622,9.13e-09,-5.68,0,0.000632,2:173139071-2:175588718
chr2:175260456-175294303,CMC DLPFC Sp...,SCRN3,4.834,1.34e-06,4.3,0,0.000117,2:173139071-2:175588718
chr2:175260458-175294303,GTEx Adrenal...,SCRN3,4.97046,6.68e-07,4.66,0,6.2e-05,2:173139071-2:175588718
chr2:175260458-175294303,GTEx Adrenal...,SCRN3,4.97046,6.68e-07,0.894,0,0.000262,2:175588937-2:177363636
chr2:175296299-175351816,CMC DLPFC Sp...,GPR155,4.87521,1.09e-06,4.66,0,3.35e-05,2:173139071-2:175588718
chr2:175296299-175351816,CMC DLPFC Sp...,GPR155,4.87521,1.09e-06,1.49,0,0.000534,2:175588937-2:177363636
chr2:175296966-175351822,PsychENCODE,GPR155,5.13007,2.9e-07,5.76,0,0.00187,2:173139071-2:175588718
chr2:175296966-175351822,PsychENCODE,GPR155,5.13007,2.9e-07,-1.5,0,0.00055,2:175588937-2:177363636
chr2:185463093-185804219,PsychENCODE,ZNF804A,8.048893,8.35e-16,7.87,1,1,2:185280173-2:189882065
chr2:191745553-191830278,YFS Blood,GLS,4.92,8.65e-07,5.32,1,0.931,2:189882065-2:191973189
chr2:197831741-198175897,YFS Blood,ANKRD44,-6.46478,1.01e-10,-7.25,0,0.00913,2:198078110-2:199311125
chr2:197859249-198175521,NTR Blood,ANKRD44,-4.9621,6.97e-07,-5.96,0,0.000372,2:198078110-2:199311125
chr2:198062715-198063997,GTEx Whole B...,AC013264.2,5.77,7.93e-09,5.67,0,0.000275,2:198078110-2:199311125
chr2:198254508-198299815,GTEx Caudate...,SF3B1,6.7828,1.18e-11,6.9,0,0.00151,2:198078110-2:199311125
chr2:198254508-198299815,GTEx Cerebel...,SF3B1,7.484,7.21e-14,7.13,0,0.00432,2:198078110-2:199311125
chr2:198254508-198299815,GTEx Hypotha...,SF3B1,6.5357,6.33e-11,6.04,0,0.000531,2:198078110-2:199311125
chr2:198254508-198299815,PsychENCODE,SF3B1,7.314671,2.58e-13,7.18,0,0.00572,2:198078110-2:199311125
chr2:198254508-198299815,GTEx Thyroid,SF3B1,7.42205,1.15e-13,7.47,0,0.0441,2:198078110-2:199311125
chr2:198256697-198299771,CMC DLPFC,SF3B1,7.70131,1.35e-14,7.66,0,0.173,2:198078110-2:199311125
chr2:198380295-198418423,PsychENCODE,MOB4,7.939,2.04e-15,NA,NA,NA,NA
chr2:198432948-198540769,GTEx Pituita...,RFTN2,6.73857,1.6e-11,6.81,0,0.00399,2:198078110-2:199311125
chr2:198435526-198540584,CMC DLPFC Sp...,RFTN2,5.994,2.05e-09,6.74,0,0.000582,2:198078110-2:199311125
chr2:198669426-199437305,GTEx Cerebel...,PLCL1,-5.80732,6.35e-09,-5.8,0,0.000321,2:198078110-2:199311125
chr2:198669426-199437305,PsychENCODE,PLCL1,5.442141,5.26e-08,5.58,0,0.000397,2:198078110-2:199311125
chr2:198669426-199437305,PsychENCODE,PLCL1,5.442141,5.26e-08,-1.11,0,0.000434,2:199311125-2:201576135
chr2:198669426-199437305,GTEx Thyroid,PLCL1,5.34666,8.96e-08,5.32,0,0.000318,2:198078110-2:199311125
chr2:203130514-203168384,CMC DLPFC,NOP58,5.21767,1.81e-07,-1.15,0,0.000332,2:201576536-2:202818140
chr2:203130514-203168384,CMC DLPFC,NOP58,5.21767,1.81e-07,5.49,1,0.588,2:202819348-2:205799241
chr2:208394615-208470284,CMC DLPFC,CREB1,-4.831,1.36e-06,-4.74,0,0.0418,2:206735704-2:208644421
chr2:208445355-208490652,GTEx Adrenal...,METTL21A,-4.986,6.16e-07,-4.88,1,0.0768,2:206735704-2:208644421
chr2:208445355-208490652,GTEx Pituita...,METTL21A,-5.301,1.15e-07,-5.09,1,0.231,2:206735704-2:208644421
chr2:208445355-208490652,GTEx Thyroid,METTL21A,-4.986,6.16e-07,-4.75,1,0.0437,2:206735704-2:208644421
chr2:208445355-208490652,GTEx Thyroid,METTL21A,-4.986,6.16e-07,0.191,0,0.000213,2:208646340-2:209941478
chr2:208445355-208490652,GTEx Whole B...,METTL21A,-5.301,1.15e-07,-4.61,0,0.0249,2:206735704-2:208644421
chr2:208445355-208490652,GTEx Whole B...,METTL21A,-5.301,1.15e-07,-0.881,0,0.000235,2:208646340-2:209941478
chr2:208446076-208489973,CMC DLPFC,METTL21A,-5.33672,9.46e-08,-5.23,1,0.471,2:206735704-2:208644421
chr2:219528587-219537134,GTEx Cerebel...,RNF25,4.9549,7.24e-07,4.89,1,0.234,2:218396070-2:220454389
chr2:220041054-220050201,GTEx Cerebel...,FAM134A,-5.19767,2.02e-07,-4.93,1,0.412,2:218396070-2:220454389
chr2:222282747-222437078,GTEx Whole B...,EPHA4,-5.959,2.54e-09,-4.38,1,0.617,2:220454557-2:222521176
chr2:222282747-222437078,GTEx Whole B...,EPHA4,-5.959,2.54e-09,-4.55,0,0.00355,2:222521176-2:224859419
chr2:226563230-226568370,PsychENCODE,RP11-314B1.2,-5.528,3.24e-08,-5.58,1,0.998,2:225840004-2:228119842
chr2:230787206-230948016,CMC DLPFC,FBXO36,-4.93977,7.82e-07,-2.98,0,0.0117,2:229370787-2:231842809
chr2:233415284-233448354,GTEx Cortex,EIF4E2,-6.16768,6.93e-10,-2.57,0,0.00182,2:231843390-2:233549513
chr2:233415284-233448354,GTEx Cortex,EIF4E2,-6.16768,6.93e-10,-6.44,0,0.00248,2:233550145-2:235150987
chr2:233470766-233547491,CMC DLPFC,EFHD1,-7.53506,4.88e-14,-3.95,1,0.12,2:231843390-2:233549513
chr2:233470766-233547491,CMC DLPFC,EFHD1,-7.53506,4.88e-14,-7.22,1,0.193,2:233550145-2:235150987
chr2:233562009-233725285,PsychENCODE,GIGYF2,6.943605,3.82e-12,-1.38,0,0.000363,2:231843390-2:233549513
chr2:233562009-233725285,PsychENCODE,GIGYF2,6.943605,3.82e-12,7.31,1,0.357,2:233550145-2:235150987
chr2:233562009-233725285,GTEx Thyroid,GIGYF2,4.8565,1.19e-06,-0.235,0,0.00234,2:231843390-2:233549513
chr2:233562009-233725285,GTEx Thyroid,GIGYF2,4.8565,1.19e-06,5.4,0,0.000411,2:233550145-2:235150987
chr2:233562014-233725289,CMC DLPFC Sp...,GIGYF2,7.245,4.32e-13,6.91,0,0.0239,2:233550145-2:235150987
chr2:233562014-233725289,CMC DLPFC Sp...,GIGYF2,-7.245,4.32e-13,-6.91,0,0.0239,2:233550145-2:235150987
chr2:233631174-233641278,GTEx Thyroid,KCNJ13,5.208,1.91e-07,6.25,0,0.00322,2:233550145-2:235150987
chr2:233721980-233743418,PsychENCODE,C2orf82,-6.23377,4.55e-10,-1.49,0,0.000645,2:231843390-2:233549513
chr2:233721980-233743418,PsychENCODE,C2orf82,-6.23377,4.55e-10,-6.08,0,0.00142,2:233550145-2:235150987
chr2:233733724-233743395,GTEx Amygdal...,C2orf82,-5.3584,8.4e-08,1.86,0,0.000526,2:231843390-2:233549513
chr2:233733724-233743395,GTEx Amygdal...,C2orf82,-5.3584,8.4e-08,-6.41,0,0.00199,2:233550145-2:235150987
chr2:233733724-233743395,GTEx ACC ,C2orf82,-6.315,2.7e-10,-6.02,0,0.00135,2:233550145-2:235150987
chr2:233733724-233743395,GTEx Caudate...,C2orf82,-6.315,2.7e-10,-6.02,0,0.00135,2:233550145-2:235150987
chr2:233733724-233743395,GTEx Cerebel...,C2orf82,-6.315,2.7e-10,-7.19,1,0.166,2:233550145-2:235150987
chr2:233733724-233743395,GTEx Cerebel...,C2orf82,-6.09319,1.11e-09,-5.88,0,0.00112,2:233550145-2:235150987
chr2:233733724-233743395,GTEx Cortex,C2orf82,-6.315,2.7e-10,-6.02,0,0.00135,2:233550145-2:235150987
chr2:233733724-233743395,GTEx Frontal...,C2orf82,-6.315,2.7e-10,1.01,0,0.000299,2:231843390-2:233549513
chr2:233733724-233743395,GTEx Frontal...,C2orf82,-6.315,2.7e-10,-6.1,0,0.00134,2:233550145-2:235150987
chr2:233733724-233743395,GTEx Hippoca...,C2orf82,-6.315,2.7e-10,-5.95,0,0.00121,2:233550145-2:235150987
chr2:233733724-233743395,GTEx Hypotha...,C2orf82,-6.315,2.7e-10,-6.02,0,0.00135,2:233550145-2:235150987
chr2:233733724-233743395,GTEx Nucleus...,C2orf82,-6.19617,5.79e-10,-6.01,0,0.00117,2:233550145-2:235150987
chr2:233733724-233743395,GTEx Putamen...,C2orf82,-5.8961,3.72e-09,-5.72,0,0.000931,2:233550145-2:235150987
chr2:233733724-233743395,GTEx Substan...,C2orf82,-6.351,2.14e-10,2.62,0,0.00204,2:231843390-2:233549513
chr2:233733724-233743395,GTEx Substan...,C2orf82,-6.351,2.14e-10,-6.92,1,0.0295,2:233550145-2:235150987
chr2:233734993-233741107,CMC DLPFC,C2orf82,-6.4018,1.54e-10,-6.25,0,0.00206,2:233550145-2:235150987
chr2:233743419-233877982,GTEx Hippoca...,NGEF,-6.33999,2.3e-10,-0.586,0,0.000315,2:231843390-2:233549513
chr2:233743419-233877982,GTEx Hippoca...,NGEF,-6.33999,2.3e-10,-6.43,0,0.00295,2:233550145-2:235150987
chr2:239008798-239041928,GTEx Thyroid,ESPNL,4.91453,8.9e-07,4.65,1,0.432,2:238760989-2:239952643
chr3:9404988-9428475,GTEx Caudate...,THUMPD3,4.93907,7.85e-07,4.85,1,0.403,3:8648561-3:9542667
chr3:12194551-12200851,PsychENCODE,TIMP4,4.88879,1.01e-06,3.85,1,0.561,3:11019831-3:13070799
chr3:43328004-43466256,GTEx Cerebel...,SNRK,5.20535,1.94e-07,5.13,1,0.178,3:42540002-3:45165153
chr3:43407817-43663560,CMC DLPFC,ANO10,-4.83834,1.31e-06,-4.87,1,0.747,3:42540002-3:45165153
chr3:44380045-44450943,GTEx Substan...,TCAIM,-5.2119,1.87e-07,-5.16,0,0.000334,3:42540002-3:45165153
chr3:44481261-44561226,CMC DLPFC,ZNF445,-8.25068,1.57e-16,-8.22,1,0.855,3:42540002-3:45165153
chr3:44481262-44519162,GTEx Caudate...,ZNF445,-8.4344,3.33e-17,-8.34,1,0.13,3:42540002-3:45165153
chr3:44481262-44519162,GTEx Frontal...,ZNF445,-6.348,2.18e-10,-6.2,0,0.000135,3:42540002-3:45165153
chr3:44481262-44519162,GTEx Nucleus...,ZNF445,-7.219,5.24e-13,-7.92,0,0.00725,3:42540002-3:45165153
chr3:44481262-44519162,PsychENCODE,ZNF445,-7.53372,4.93e-14,-7.58,0,0.00162,3:42540002-3:45165153
chr3:44540462-44552128,PsychENCODE,ZNF852,-6.23407,4.54e-10,-5.97,0,0.00119,3:42540002-3:45165153
chr3:44596666-44624971,NTR Blood,ZNF167,-6.6372,3.2e-11,-6.54,0,0.000141,3:42540002-3:45165153
chr3:44596685-44624975,PsychENCODE,ZKSCAN7,-6.56296,5.27e-11,-6.42,0,0.000141,3:42540002-3:45165153
chr3:44619715-44641186,GTEx Amygdal...,ZNF660,-4.9303,8.21e-07,-4.89,0,0.000131,3:42540002-3:45165153
chr3:44619715-44641186,GTEx ACC ,ZNF660,-5.8546,4.78e-09,-5.72,0,0.000302,3:42540002-3:45165153
chr3:44619715-44641186,PsychENCODE,ZNF660,-6.01473,1.8e-09,-5.98,0,0.000408,3:42540002-3:45165153
chr3:44619715-44641186,GTEx Whole B...,ZNF660,-6.68454,2.32e-11,-6.67,0,0.000287,3:42540002-3:45165153
chr3:44621430-44622518,GTEx Cerebel...,MPRIPP1,-5.56012,2.7e-08,-5.43,0,0.000121,3:42540002-3:45165153
chr3:44621430-44622518,GTEx Cerebel...,MPRIPP1,-6.48441,8.91e-11,-6.51,0,0.000457,3:42540002-3:45165153
chr3:44621430-44622518,GTEx Hypotha...,MPRIPP1,-4.93,8.22e-07,-4.93,0,0.000104,3:42540002-3:45165153
chr3:44621430-44622518,GTEx Pituita...,MPRIPP1,-7.44848,9.44e-14,-7.41,0,0.00207,3:42540002-3:45165153
chr3:44621430-44622518,GTEx Thyroid,MPRIPP1,-7.419867,1.17e-13,-7.39,0,0.000853,3:42540002-3:45165153
chr3:44626380-44689963,GTEx Adrenal...,ZNF197,-7.433,1.06e-13,-7.33,0,0.000926,3:42540002-3:45165153
chr3:44626380-44689963,GTEx Nucleus...,ZNF197,-6.6594,2.75e-11,-6.63,0,0.000299,3:42540002-3:45165153
chr3:44626380-44689963,PsychENCODE,ZNF197,-4.89081,1e-06,-5.82,0,0.000121,3:42540002-3:45165153
chr3:44626380-44689963,PsychENCODE,ZNF197,-4.89081,1e-06,0.877,0,0.000265,3:45165153-3:46657428
chr3:44626380-44689963,GTEx Thyroid,ZNF197,-6.528297,6.65e-11,-6.42,0,0.00016,3:42540002-3:45165153
chr3:44658620-44666289,GTEx Thyroid,ZNF197-AS1,-6.851,7.33e-12,-4.78,0,0.000166,3:42540002-3:45165153
chr3:44658620-44666289,GTEx Thyroid,ZNF197-AS1,-6.851,7.33e-12,-0.297,0,0.000197,3:45165153-3:46657428
chr3:44666510-44689963,CMC DLPFC,ZNF197,-7.297,2.94e-13,-7.68,0,0.00367,3:42540002-3:45165153
chr3:44754134-44765323,CMC DLPFC,ZNF502,-5.40236,6.58e-08,-5.22,0,0.000356,3:42540002-3:45165153
chr3:44754134-44765323,CMC DLPFC,ZNF502,-5.40236,6.58e-08,-0.105,0,0.000221,3:45165153-3:46657428
chr3:44754134-44765315,NTR Blood,ZNF502,-5.7627,8.28e-09,-5.6,0,0.00111,3:42540002-3:45165153
chr3:44754135-44765323,PsychENCODE,ZNF502,-5.45026,5.03e-08,-5.35,0,0.000363,3:42540002-3:45165153
chr3:44754135-44765323,PsychENCODE,ZNF502,-5.45026,5.03e-08,-0.17,0,0.00019,3:45165153-3:46657428
chr3:44754135-44765323,GTEx Thyroid,ZNF502,-5.408741,6.35e-08,-5.23,0,0.000368,3:42540002-3:45165153
chr3:44754135-44765323,GTEx Whole B...,ZNF502,-5.7364,9.67e-09,-5.5,0,0.00053,3:42540002-3:45165153
chr3:44754135-44765323,YFS Blood,ZNF502,-5.901895,3.59e-09,-5.81,0,0.000865,3:42540002-3:45165153
chr3:44771088-44778575,GTEx Adrenal...,ZNF501,-5.981,2.22e-09,-5.88,0,0.00051,3:42540002-3:45165153
chr3:44771088-44778575,GTEx Adrenal...,ZNF501,-5.981,2.22e-09,-0.168,0,0.000185,3:45165153-3:46657428
chr3:44771088-44778575,GTEx ACC ,ZNF501,-6.1393,8.29e-10,-6.23,0,0.00108,3:42540002-3:45165153
chr3:44771088-44778575,GTEx ACC ,ZNF501,-6.1393,8.29e-10,-0.263,0,0.000191,3:45165153-3:46657428
chr3:44771088-44778575,GTEx Cerebel...,ZNF501,-6.16068,7.24e-10,-5.92,0,0.0015,3:42540002-3:45165153
chr3:44771088-44778575,GTEx Cerebel...,ZNF501,-6.16068,7.24e-10,-1.51,0,0.000473,3:45165153-3:46657428
chr3:44771088-44778575,GTEx Putamen...,ZNF501,-6.0047,1.92e-09,-5.71,0,0.000833,3:42540002-3:45165153
chr3:44771088-44778575,GTEx Putamen...,ZNF501,-6.0047,1.92e-09,-1.46,0,0.000441,3:45165153-3:46657428
chr3:44771088-44778575,PsychENCODE,ZNF501,-5.87493,4.23e-09,-5.38,0,0.000572,3:42540002-3:45165153
chr3:44771088-44778575,PsychENCODE,ZNF501,-5.87493,4.23e-09,-1.79,0,0.000705,3:45165153-3:46657428
chr3:44771088-44778575,GTEx Pituita...,ZNF501,-5.92912,3.05e-09,-5.8,0,0.00292,3:42540002-3:45165153
chr3:44771088-44778575,GTEx Whole B...,ZNF501,-5.27812,1.31e-07,-5,0,0.000236,3:42540002-3:45165153
chr3:44771088-44778575,GTEx Whole B...,ZNF501,-5.27812,1.31e-07,-1.56,0,0.00057,3:45165153-3:46657428
chr3:44771097-44778575,CMC DLPFC,ZNF501,-5.75825,8.5e-09,-5.42,0,0.000703,3:42540002-3:45165153
chr3:44771097-44778575,CMC DLPFC,ZNF501,-5.75825,8.5e-09,-1.75,0,0.000658,3:45165153-3:46657428
chr3:44779153-44803154,GTEx Whole B...,KIAA1143,4.98793,6.1e-07,4.94,0,0.000104,3:42540002-3:45165153
chr3:44903361-44907162,GTEx Adrenal...,TMEM42,-5.705,1.16e-08,-6.76,0,0.000333,3:42540002-3:45165153
chr3:44903361-44907162,GTEx Adrenal...,TMEM42,-5.705,1.16e-08,0.969,0,0.000276,3:45165153-3:46657428
chr3:44903361-44907162,GTEx Thyroid,TMEM42,-6.700679,2.07e-11,-7.49,0,0.00317,3:42540002-3:45165153
chr3:44903361-44907162,GTEx Thyroid,TMEM42,-6.700679,2.07e-11,0.623,0,0.000229,3:45165153-3:46657428
chr3:44903361-44907162,GTEx Whole B...,TMEM42,-4.9816,6.31e-07,-6.64,0,0.000924,3:42540002-3:45165153
chr3:44903361-44907162,GTEx Whole B...,TMEM42,-4.9816,6.31e-07,1.41,0,0.000423,3:45165153-3:46657428
chr3:44956749-45017677,GTEx Frontal...,ZDHHC3,5.3963,6.8e-08,5.26,0,0.000134,3:42540002-3:45165153
chr3:44956749-45017677,GTEx Frontal...,ZDHHC3,5.3963,6.8e-08,1.89,0,0.000833,3:45165153-3:46657428
chr3:48334754-48343175,GTEx Cortex,NME6,5.52845,3.23e-08,5.25,0,0.000337,3:47727212-3:49316595
chr3:48485256-48485616,GTEx ACC ,TMA7,4.8486,1.24e-06,4.76,0,0.000225,3:47727212-3:49316595
chr3:48485256-48485616,GTEx Hypotha...,TMA7,5.4919,3.98e-08,5.47,0,0.000419,3:47727212-3:49316595
chr3:48485256-48485616,GTEx Nucleus...,TMA7,5.6396,1.7e-08,5.68,0,0.000216,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Adrenal...,NCKIPSD,-5.785,7.25e-09,-5.77,0,0.000249,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Amygdal...,NCKIPSD,-5.793,6.91e-09,-5.1,0,0.00031,3:47727212-3:49316595
chr3:48701364-48723797,GTEx ACC ,NCKIPSD,-5.3863,7.19e-08,-5.17,0,0.000203,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Caudate...,NCKIPSD,-5.794,6.87e-09,-5.87,0,0.000156,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Cerebel...,NCKIPSD,-9.20433,3.44e-20,-8.98,0,0.000452,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Cerebel...,NCKIPSD,-5.757,8.56e-09,-5.53,0,0.000156,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Cortex,NCKIPSD,-5.794,6.87e-09,-5.73,0,0.000157,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Frontal...,NCKIPSD,-5.4643,4.65e-08,-5.46,0,0.000157,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Hippoca...,NCKIPSD,-5.757,8.56e-09,-5.49,0,0.000149,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Hypotha...,NCKIPSD,-6.469,9.87e-11,-6.42,0,0.000188,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Nucleus...,NCKIPSD,-5.757,8.56e-09,-5.49,0,0.000149,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Putamen...,NCKIPSD,-7.9553,1.79e-15,-7.91,0,0.000174,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Substan...,NCKIPSD,-5.757,8.56e-09,-5.49,0,0.000149,3:47727212-3:49316595
chr3:48701364-48723797,PsychENCODE,NCKIPSD,-5.5272,3.25e-08,-5.15,0,0.000153,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Pituita...,NCKIPSD,-6.02542,1.69e-09,-5.77,0,0.000143,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Thyroid,NCKIPSD,-6.444462,1.16e-10,-6.32,0,0.000156,3:47727212-3:49316595
chr3:48701364-48723797,GTEx Whole B...,NCKIPSD,-5.757,8.56e-09,-5.82,0,0.000159,3:47727212-3:49316595
chr3:48711274-48723337,NTR Blood,NCKIPSD,-6.3059,2.87e-10,-6.19,0,0.00013,3:47727212-3:49316595
chr3:48711277-48723334,CMC DLPFC,NCKIPSD,-5.794,6.87e-09,-5.68,0,0.000177,3:47727212-3:49316595
chr3:48956280-49022971,CMC DLPFC Sp...,ARIH2,-7.42774,1.1e-13,-7.07,0,0.000151,3:47727212-3:49316595
chr3:48956280-49022971,CMC DLPFC Sp...,ARIH2,-7.42774,1.1e-13,-8.15,1,0.019,3:49317338-3:51831903
chr3:48956280-49022971,CMC DLPFC Sp...,ARIH2,7.35828,1.86e-13,6.37,0,0.000134,3:47727212-3:49316595
chr3:48956280-49022971,CMC DLPFC Sp...,ARIH2,7.35828,1.86e-13,8.13,1,0.032,3:49317338-3:51831903
chr3:48956280-49022971,CMC DLPFC Sp...,ARIH2,-6.14853,7.82e-10,-5.54,0,0.000138,3:47727212-3:49316595
chr3:48956280-49022971,CMC DLPFC Sp...,ARIH2,-6.14853,7.82e-10,-8.72,1,0.14,3:49317338-3:51831903
chr3:48956280-49022971,CMC DLPFC Sp...,ARIH2,6.46008,1.05e-10,6.44,0,0.000143,3:47727212-3:49316595
chr3:48956280-49022971,CMC DLPFC Sp...,ARIH2,-5.44417,5.2e-08,-6.53,0,0.000137,3:47727212-3:49316595
chr3:48956280-49022971,CMC DLPFC Sp...,ARIH2,-5.44417,5.2e-08,3.09,0,0.000366,3:49317338-3:51831903
chr3:48956280-49022971,CMC DLPFC Sp...,ARIH2,6.397,1.58e-10,5.54,0,0.000131,3:47727212-3:49316595
chr3:48958913-49023815,GTEx Adrenal...,ARIH2,-4.9364,7.96e-07,-5.51,0,0.000137,3:47727212-3:49316595
chr3:48958913-49023815,GTEx Adrenal...,ARIH2,-4.9364,7.96e-07,2.51,0,0.000354,3:49317338-3:51831903
chr3:48958913-49023815,GTEx Pituita...,ARIH2,-6.541,6.11e-11,-6.24,0,0.000129,3:47727212-3:49316595
chr3:48958913-49023815,GTEx Thyroid,ARIH2,-6.715499,1.87e-11,-6.6,0,0.000143,3:47727212-3:49316595
chr3:49027319-49044587,PsychENCODE,P4HTM,-6.7311,1.68e-11,-6.62,0,0.000145,3:47727212-3:49316595
chr3:49027319-49044587,YFS Blood,P4HTM,-6.518,7.13e-11,-6.45,0,0.00015,3:47727212-3:49316595
chr3:49027340-49044581,CMC DLPFC,P4HTM,-6.42802,1.29e-10,-6.84,0,0.000139,3:47727212-3:49316595
chr3:49027340-49044581,CMC DLPFC,P4HTM,-6.42802,1.29e-10,0.735,0,0.000298,3:49317338-3:51831903
chr3:49027422-49044494,GTEx Adrenal...,P4HTM,-6.542,6.07e-11,-6.34,0,0.000146,3:47727212-3:49316595
chr3:49027422-49044494,GTEx Cerebel...,P4HTM,-9.10913,8.3e-20,-8.58,0,0.000237,3:47727212-3:49316595
chr3:49027422-49044494,GTEx Cerebel...,P4HTM,-9.10913,8.3e-20,-8.86,0,0.000669,3:49317338-3:51831903
chr3:49027422-49044494,GTEx Cerebel...,P4HTM,-6.211,5.26e-10,-8.06,0,0.000183,3:47727212-3:49316595
chr3:49027422-49044494,GTEx Cerebel...,P4HTM,-6.211,5.26e-10,-5.35,0,0.000227,3:49317338-3:51831903
chr3:49027422-49044494,GTEx Cortex,P4HTM,-7.90877,2.6e-15,-7.66,0,0.000154,3:47727212-3:49316595
chr3:49027422-49044494,GTEx Cortex,P4HTM,-7.90877,2.6e-15,-7.76,0,0.00195,3:49317338-3:51831903
chr3:49027422-49044494,GTEx Frontal...,P4HTM,-8.246,1.64e-16,-7.18,0,0.00016,3:47727212-3:49316595
chr3:49027422-49044494,GTEx Frontal...,P4HTM,-8.246,1.64e-16,-9.28,0,0.000531,3:49317338-3:51831903
chr3:49027422-49044494,GTEx Hippoca...,P4HTM,-6.601,4.08e-11,-4.61,0,0.000106,3:47727212-3:49316595
chr3:49027422-49044494,GTEx Hippoca...,P4HTM,-6.601,4.08e-11,-3.02,0,0.000161,3:49317338-3:51831903
chr3:49027422-49044494,GTEx Hypotha...,P4HTM,-8.6923,3.55e-18,-7.53,0,0.000151,3:47727212-3:49316595
